team,adjoe,adjde,adjt,barthag
Bryant,96.70053669421569,120.1432578444356,64.23636039473442,0.0761209405737851
Maryland Eastern Shore,93.12557449319812,116.42909464113345,63.26997042518843,0.0712042371427135
Binghamton,98.3775957645781,123.0043222783471,65.52213010630608,0.0711488969736389
Rider,96.392568772062,120.62421492300058,65.67265806770368,0.0705097178444728
UMKC,93.2305153477829,117.51704159609852,69.73261354262738,0.0652321888373917
VMI,98.71491249702984,124.48469188576463,66.82837571541111,0.0649254017034925
Gardner Webb,95.4087097146462,122.12184025510166,69.59752086029934,0.0552648412919834
Delaware St.,88.35071002445002,114.453273396483,65.49068603244292,0.0484849189418264
Coppin St.,91.72465303520644,119.5320269015812,68.56905639125199,0.0454285693732053
Mississippi Valley St.,91.08300051001328,120.91020980523037,67.19842816325938,0.037051692203471
Western Illinois,92.81937466867862,123.36293410246935,66.47942965749691,0.0365631541500444
